/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Thu Jan 13 15:41:28 CET 2022

command file:     verblex_present.q
output file:      verblex_present.out

Lexicon:  
*/

/*  ~A~  */
neih+ge+d 1: [1 VBP] 
neihe+d 1: [1 VBP] 
neihlache+d 1: [1 VBP] 
neihleche+d 1: [1 VBP] 
nel 2: [2 NEG+VBP] 
nele 4: [4 NEG+VBP] 
nelette 1: [1 NEG+VBP] 
nelimpe+d 1: [1 NEG+VBP] 
neluste 1: [1 NEG+VBP] 
neluue+d 1: [1 NEG+VBP] 
nem+d 1: [1 VBP] 
neme 4: [4 VBP] 
neme+d 3: [3 VBP] 
neme+t 1: [1 VBP] 
nemee+d 1: [1 VBP] 
nemest 1: [1 VBP] 
nemme+d 2: [2 VBP] 
nemmet 1: [1 VBP] 
nemmne 1: [1 VBP] 
nemmne+t+t 1: [1 VBP] 
nemmnenn 1: [1 VBP] 
nemne+d 4: [4 VBP] 
nemne+t 1: [1 VBP] 
nempne+d 1: [1 VBP] 
nempne+t 1: [1 VBP] 
nempni 1: [1 VBP] 
nemst 1: [1 VBP] 
nenote+d 1: [1 NEG+VBP] 
neode+d 7: [7 VBP] 
neolachet 1: [1 VBP] 
neome $neome 11: [11 VBP] 
neome+d 1: [1 VBP] 
neomen 1: [1 VBP] 
nert 1: [1 NEG+BEP] 
nes 5: [4 NEG+BEP] [1 NEG+HVP] 
nesalue+d 1: [1 NEG+VBP] 
nesshesst 1: [1 VBP] 
net 3: [3 VBP] 
netelle+d 1: [1 NEG+VBP] 
nett 1: [1 VBP] 
neuen 1: [1 VBP] 
neuenes 1: [1 VBP] 
neweth 1: [1 VBP] 
nhesse+t 1: [1 VBP] 
ni+t+tre+t+t 1: [1 VBP] 
nicke+d 1: [1 VBP] 
niede 1: [1 VBP] 
nim 1: [1 VBP] 
nim+d 6: [6 VBP] 
nim+t 14: [14 VBP] 
nime Nime 14: [14 VBP] 
nime+d Nime+d $nime+d 39: [36 VBP] [3 VBP22] 
nime+t 10: [10 VBP] 
nime+t+t 1: [1 VBP] 
nimesst 2: [2 VBP] 
nimest 3: [3 VBP] 
nimst 1: [1 VBP] 
nis Nis $nis $Nis 350: [350 NEG+BEP] 
nisnaut 1: [1 NEG+BEP+NEG] 
niss Niss 42: [42 NEG+BEP] 
niste+d 1: [1 VBP] 
nittenn 1: [1 VBP] 
niym+t 1: [1 VBP] 
noate+d 1: [1 VBP] 
nolle 1: [1 NEG+VBP] 
nolle+t 1: [1 NEG+VBP] 
nome+d 1: [1 VBP] 
nondratt 1: [1 NEG+VBP] 
noot 2: [2 NEG+VBP] 
nooten 1: [1 VBP] 
noresche+t 1: [1 VBP] 
noreschen 1: [1 VBP] 
noris 1: [1 VBP] 
norischen 1: [1 VBP] 
norissche 1: [1 VBP] 
norissche+t 1: [1 VBP] 
norisschen 1: [1 VBP] 
norisscheth 1: [1 VBP] 
norisse+t 2: [2 VBP] 
norissen 1: [1 VBP] 
norisset 1: [1 VBP] 
norisseth 2: [2 VBP] 
norsche+t 1: [1 VBP] 
norschen 1: [1 VBP] 
norschyth 1: [1 VBP] 
norshist 1: [1 VBP] 
nortriwi 1: [1 VBP] 
norys 1: [1 VBP] 
norysschen 1: [1 VBP] 
norysse+t 1: [1 VBP] 
not 10: [10 NEG+VBP] 
note 1: [1 NEG+VBP] 
note+d 8: [8 VBP] 
note+t 1: [1 VBP] 
noten 1: [1 VBP] 
noti+t 1: [1 VBP] 
notie+d 2: [2 VBP] 
notifie 1: [1 VBP] 
noumbre+t 1: [1 VBP] 
noumbrith 1: [1 VBP] 
nourisshe 1: [1 VBP] 
noy 3: [3 VBP] 
noye 1: [1 VBP] 
noyith 1: [1 VBP] 
nule Nule 4: [4 NEG+VBP] 
nulle 2: [2 NEG+VBP] 
nullen 1: [1 NEG+VBP] 
nult 3: [3 NEG+VBP] 
numen 1: [1 VBP] 
nunnderrstannde+t+t 1: [1 NEG+VBP] 
nunnderrstanndesst 1: [1 NEG+VBP] 
nurischis 1: [1 VBP] 
nursche 1: [1 VBP] 
nurschith 1: [1 VBP] 
nuste 1: [1 NEG+VBP] 
nute Nute 5: [5 NEG+VBP] 
$nuten nuten 5: [5 NEG+VBP] 
nutte+d 2: [2 VBP] 
nyll 1: [1 NEG+VBP] 
nylle 2: [2 NEG+VBP] 
nym+d 1: [1 VBP] 
nym+t 7: [7 VBP] 
nyme 2: [2 VBP] 
nyme+d 1: [1 VBP] 
nyme+t 2: [2 VBP] 
nymst 1: [1 VBP] 
nys 103: [102 NEG+BEP] [1 NEG+VBP] 
nyte+t 1: [1 NEG+VBP] 
/*  ~O~  */
o+g+t 1: [1 VBP] 
o+gain-stonden 1: [1 ADV+VBP] 
obeieth 1: [1 VBP] 
obesche 3: [3 VBP] 
obesche+t 1: [1 VBP] 
obeye 1: [1 VBP] 
obeyen 3: [3 VBP] 
obidis 1: [1 VBP] 
oblige 1: [1 VBP] 
obligeth 1: [1 VBP] 
obserue 1: [1 VBP] 
observen 2: [2 VBP] 
observeth 1: [1 VBP] 
occupie+t 1: [1 VBP] 
occupyeth 1: [1 VBP] 
ocupien 1: [1 VBP] 
ocupyon 1: [1 VBP] 
of $of 13: [13 VBP21] 
of+tin+d 1: [1 VBP] 
of+ting+t 1: [1 VBP] 
of-+tunche+d 1: [1 VBP] 
of-earnest 2: [2 VBP] 
of-earni+ge+d 1: [1 VBP] 
of-earni+t 1: [1 VBP] 
of-ga 1: [1 VBP] 
of-halt 2: [2 VBP] 
of-sitte 1: [1 VBP] 
ofdra+geo 1: [1 VBP] 
ofearne+d 2: [2 VBP] 
ofercume+d 1: [1 VBP] 
oferni+d 1: [1 VBP] 
oferrbedenn 1: [1 VBP] 
offende 2: [2 VBP] 
offendist 2: [2 VBP] 
offer 1: [1 VBP] 
offeren 1: [1 VBP] 
offern 1: [1 VBP] 
offers 3: [3 VBP] 
offir 1: [1 VBP] 
offirs Offirs 2: [2 VBP] 
offre Offre 4: [4 VBP] 
offre+d 2: [2 VBP] 
offre+t+t 2: [2 VBP] 
offren 6: [6 VBP] 
offresst 1: [1 VBP] 
offrest 1: [1 VBP] 
offreth 2: [2 VBP] 
offri 1: [1 VBP] 
offri+d 1: [1 VBP] 
offyr 2: [2 VBP] 
ofhalt 2: [2 VBP] 
ofhyealde+t 2: [2 VBP] 
ofri 1: [1 VBP] 
ofserue+t 2: [2 VBP] 
ofserueth 1: [1 VBP] 
ofsl+a+d 1: [1 VBP] 
oftalie 1: [1 VBP] 
okere+d 1: [1 VBP] 
okse+t 2: [2 VBP] 
okupyen 1: [1 VBP] 
on 1: [1 VBP] 
on-al+d 1: [1 VBP] 
on-dratt 1: [1 VBP] 
on-hef+d 1: [1 VBP] 
on-lihte 1: [1 VBP] 
onbynde+t 1: [1 VBP] 
onbynt 1: [1 VBP] 
oncharge+t 1: [1 VBP] 
onde+t 1: [1 VBP] 
ondelf+t 1: [1 VBP] 
onderstanst $onderstanst 2: [2 VBP] 
onderstant 6: [6 VBP] 
onderstonde 3: [3 VBP] 
onderstonde+t 2: [2 VBP] 
$onderuang+t onderuang+t 9: [9 VBP] 
onderuonge 1: [1 VBP] 
onderuonge+t 5: [5 VBP] 
ondrade+d 1: [1 VBP] 
ondrat 1: [1 VBP] 
ondreade+d 1: [1 VBP] 
ondswere+d 4: [4 VBP] 
ondswerest 2: [2 VBP] 
ondswerie 3: [3 VBP] 
one+t 1: [1 VBP] 
onfo+t 1: [1 VBP] 
onhagige 1: [1 VBP] 
onlihte 1: [1 VBP] 
onlihte+d 1: [1 VBP] 
onnfo+t 1: [1 VBP] 
onoren 1: [1 VBP] 
onoure 2: [2 VBP] 
onouren 2: [2 VBP] 
onoures 1: [1 VBP] 
onourith 2: [2 VBP] 
onpay+t 1: [1 VBP] 
onswerie 1: [1 VBP] 
ontende 4: [4 VBP] 
ontent 1: [1 VBP] 
ontswere+d 1: [1 VBP] 
ontswerest 1: [1 VBP] 
ontswerie 2: [2 VBP] 
onwone+t 1: [1 VBP] 
onwor+te+t 3: [3 VBP] 
onwri+t 1: [1 VBP] 
op 1: [1 VBP21] 
op-bere+t 1: [1 VBP] 
opene 1: [1 VBP] 
opene+d 7: [7 VBP] 
openes 1: [1 VBP] 
openest 1: [1 VBP] 
openeth 3: [3 VBP] 
openie+d 1: [1 VBP] 
opens 2: [2 VBP] 
openyth 3: [3 VBP] 
oponen 1: [1 VBP] 
oppie+d 1: [1 VBP] 
oppresse 1: [1 VBP] 
oppresson 1: [1 VBP] 
oppressyth 1: [1 VBP] 
opwexe+t 1: [1 VBP] 
ordayne 1: [1 VBP] 
ordayne+t 2: [2 VBP] 
ordaynes 3: [3 VBP] 
ordayny 1: [1 VBP] 
ordeine 2: [2 VBP] 
ordeine+t 1: [1 VBP] 
ordeineth 1: [1 VBP] 
ordereth 1: [1 VBP] 
ordeyne Ordeyne 8: [8 VBP] 
ordeyne+t 7: [7 VBP] 
ordeyneden 1: [1 VBP] 
ordeynet 1: [1 VBP] 
ordeyneth 5: [5 VBP] 
ordeynu+t 4: [4 VBP] 
ordeynyth 1: [1 VBP] 
ordre 1: [1 VBP] 
orrra+t 1: [1 VBP] 
ortrowe+d 2: [2 VBP] 
ouer 3: [3 VBP21] 
ouer-comes 1: [1 VBP] 
ouer-gea+d 1: [1 VBP] 
ouer-go+t 1: [1 VBP] 
ouer-maistri+t 1: [1 VBP] 
ouer-passes 1: [1 VBP] 
ouer-treowe+d 1: [1 VBP] 
ouercom+t 1: [1 VBP] 
ouercome 3: [3 VBP] 
ouercome+t 2: [2 VBP] 
ouercomen 2: [2 VBP] 
ouercometh 1: [1 VBP] 
ouercum 1: [1 VBP] 
ouercuma+d 1: [1 VBP] 
ouercume+d 5: [5 VBP] 
ouercumen 1: [1 VBP] 
ouercumest 1: [1 VBP] 
ouercumst 1: [1 VBP] 
ouerga+d 1: [1 VBP] 
ouerge+t 6: [6 VBP] 
$ouergea+d ouergea+d 2: [2 VBP] 
ouergulde+d 1: [1 VBP] 
ouerhele+d 1: [1 VBP] 
ouerkime+d 1: [1 VBP] 
ouerkimet 1: [1 VBP] 
ouerleape+d 1: [1 VBP] 
ouerligge+d 1: [1 VBP] 
ouermai 1: [1 VBP] 
ouertrauells 1: [1 VBP] 
ouerturne+d 2: [2 VBP] 
ouerwarpe 1: [1 VBP] 
ouerweie+d 1: [1 VBP] 
ouir-gase 1: [1 VBP] 
ouor-cum+t 1: [1 VBP] 
our-take 1: [1 VBP] 
oute-take 1: [1 VBP] 
ouurcome+t 1: [1 VBP] 
ouyr-thynkyth 1: [1 VBP] 
over-kervith 1: [1 VBP] 
overcome 1: [1 VBP] 
overcomes 2: [2 VBP] 
overcometh 4: [4 VBP] 
overkervith 1: [1 VBP] 
overlyeth 1: [1 VBP] 
overpasse+t 1: [1 VBP] 
overthroweth 1: [1 VBP] 
owe 5: [5 VBP] 
owe+t 1: [1 VBP] 
owen 4: [4 VBP] 
owest 1: [1 VBP] 
oweth 5: [5 VBP] 
owghe 3: [3 VBP] 
owith 1: [1 VBP] 
owttake 1: [1 VBP] 
oxe+t 1: [1 VBP] 
/*  ~P~  */
pa+dere+d 1: [1 VBP] 
paci 1: [1 VBP] 
pai+ge 1: [1 VBP22] 
pai+ge+d 2: [2 VBP] 
paien 1: [1 VBP] 
parceyue 1: [1 VBP] 
pardon 1: [1 VBP] 
parformen 1: [1 VBP] 
parfourneth 1: [1 VBP] 
parte 2: [2 VBP] 
parte+t 2: [2 VBP] 
parte+te 1: [1 VBP] 
parten 1: [1 VBP] 
partet 1: [1 VBP] 
parteth 1: [1 VBP] 
parteyne+t 3: [3 VBP] 
parteynen 2: [2 VBP] 
parteyneth 1: [1 VBP] 
parti 1: [1 VBP] 
parti+t 1: [1 VBP] 
partu+te 1: [1 VBP] 
partyne+t 1: [1 VBP] 
pas 1: [1 VBP] 
pase+t 10: [10 VBP] 
passe Passe 31: [31 VBP] 
passe+d 5: [5 VBP] 
$passe+t passe+t 9: [9 VBP] 
passen 29: [29 VBP] 
passes 8: [8 VBP] 
passeth 14: [14 VBP] 
passi+d 1: [1 VBP] 
passi+t 4: [4 VBP] 
passit 1: [1 VBP] 
passith 22: [22 VBP] 
passon 1: [1 VBP] 
passu+t 5: [5 VBP] 
passy+te 1: [1 VBP] 
passyn 1: [1 VBP] 
passyst 1: [1 VBP] 
passyth 4: [4 VBP] 
pay 2: [2 VBP] 
pay+t 5: [5 VBP] 
paye+t 3: [3 VBP] 
payen 1: [1 VBP] 
payes 1: [1 VBP] 
payeth 2: [2 VBP] 
payne 1: [1 VBP] 
payne+t 2: [2 VBP] 
paynes 1: [1 VBP] 
paynest 1: [1 VBP] 
pays 1: [1 VBP] 
peerse+t 1: [1 VBP] 
peersi+t 3: [3 VBP] 
peli+t 1: [1 VBP] 
penne+d 1: [1 VBP] 
perce 1: [1 VBP] 
perceyue 1: [1 VBP] 
perfourme 1: [1 VBP] 
peris 2: [2 VBP] 
perische 5: [5 VBP] 
perischen 3: [3 VBP] 
perisches 1: [1 VBP] 
perischith 1: [1 VBP] 
perischyn 1: [1 VBP] 
perissen 2: [2 VBP] 
perisset 1: [1 VBP] 
perissi 1: [1 VBP] 
perseyue 1: [1 VBP] 
perseyue+t 2: [2 VBP] 
persuadyth 1: [1 VBP] 
pertene+t 4: [4 VBP] 
perteyne+t 2: [2 VBP] 
perteynen 7: [7 VBP] 
perteynet 1: [1 VBP] 
perteyneth 4: [4 VBP] 
perteynyn 2: [2 VBP] 
perteynyth 1: [1 VBP] 
perysche 2: [2 VBP] 
peryschen 1: [1 VBP] 
perysshe 1: [1 VBP] 
peryssheth 1: [1 VBP] 
pesest 1: [1 VBP] 
peyne+t 1: [1 VBP] 
peynen 1: [1 VBP] 
peyneth 1: [1 VBP] 
peyren 1: [1 VBP] 
pilen 1: [1 VBP] 
pilte+d 1: [1 VBP] 
pilted 1: [1 VBP] 
pine 3: [3 VBP] 
pine+d 6: [6 VBP] 
pined 1: [1 VBP] 
planten 1: [1 VBP] 
plaunte 2: [2 VBP] 
plaunte+t 1: [1 VBP] 
play+t 3: [3 VBP] 
playe 2: [2 VBP] 
playne 1: [1 VBP] 
playneth 1: [1 VBP] 
playnyth 1: [1 VBP] 
please 2: [2 VBP] 
pleasith 1: [1 VBP] 
pleasyth 1: [1 VBP] 
pledon 1: [1 VBP] 
pleesist 1: [1 VBP] 
plei+ge+d 1: [1 VBP] 
plei+gen Plei+gen 2: [2 VBP] 
pleide+d 1: [1 VBP] 
pleie+d 1: [1 VBP] 
ples 1: [1 VBP] 
plese Plese 7: [7 VBP] 
plese+g 1: [1 VBP] 
plesen 3: [3 VBP] 
pleses 1: [1 VBP] 
pleseth 3: [3 VBP] 
plesi+t 3: [3 VBP] 
plesith 2: [2 VBP] 
pleson 2: [2 VBP] 
plesyn 1: [1 VBP] 
plesyst 4: [4 VBP] 
plesyth 4: [4 VBP] 
pleynedest 1: [1 VBP] 
pleysyn 1: [1 VBP] 
ponysch 1: [1 VBP] 
porchace+t 6: [6 VBP] 
portray 1: [1 VBP] 
poruay+t 1: [1 VBP] 
pose 1: [1 VBP] 
pote+t 1: [1 VBP] 
prai 5: [5 VBP] 
praie 3: [3 VBP] 
praien 1: [1 VBP] 
praies 1: [1 VBP] 
praiest 1: [1 VBP] 
praieste 1: [1 VBP] 
praieth 1: [1 VBP] 
prais 3: [3 VBP] 
pray 79: [79 VBP] 
pray+t 1: [1 VBP] 
praye 28: [28 VBP] 
praye+t 3: [3 VBP] 
prayes 9: [9 VBP] 
prayest 1: [1 VBP] 
prayeth 3: [3 VBP] 
prayis 1: [1 VBP] 
prayon 3: [3 VBP] 
prayse 1: [1 VBP] 
prayse+t 2: [2 VBP] 
prayseste 1: [1 VBP] 
praysi 1: [1 VBP] 
prayth 2: [2 VBP] 
praythe 1: [1 VBP] 
prayze+t 3: [3 VBP] 
prayzest 1: [1 VBP] 
preche 5: [5 VBP] 
preche+t 1: [1 VBP] 
preched 1: [1 VBP] 
prechen 2: [2 VBP] 
preches 1: [1 VBP] 
prechet 1: [1 VBP] 
precheth 2: [2 VBP] 
prechon 1: [1 VBP] 
prechyn 1: [1 VBP] 
prede+t 1: [1 VBP] 
prees 1: [1 VBP] 
preferri+t 1: [1 VBP] 
preferrith 1: [1 VBP] 
prei+ge+t 1: [1 VBP] 
preidust 1: [1 VBP] 
preie 6: [6 VBP] 
preie+t 1: [1 VBP] 
preien 2: [2 VBP] 
preiest 1: [1 VBP] 
preise 2: [2 VBP] 
preise+d 1: [1 VBP] 
preisen 3: [3 VBP] 
preiseth 3: [3 VBP] 
preisi+d 1: [1 VBP] 
preisith 2: [2 VBP] 
prenten 1: [1 VBP] 
preoue+d 1: [1 VBP] 
preoued 1: [1 VBP] 
presenten 1: [1 VBP] 
presentes 1: [1 VBP] 
preserve 2: [2 VBP] 
presseth 1: [1 VBP] 
prest 3: [3 VBP] 
presume 1: [1 VBP] 
presumen 1: [1 VBP] 
presumi+t 1: [1 VBP] 
pretendith 1: [1 VBP] 
prette 1: [1 VBP] 
preue 2: [2 VBP] 
preuen 3: [3 VBP] 
preueth 1: [1 VBP] 
preuith 2: [2 VBP] 
preve 3: [3 VBP] 
preveth 1: [1 VBP] 
prevyth 1: [1 VBP] 
prey 29: [29 VBP] 
prey+ge 2: [2 VBP] 
preye 11: [11 VBP] 
preye+t 2: [2 VBP] 
preyen 10: [10 VBP] 
preyest 2: [2 VBP] 
preyn 1: [1 VBP] 
preyse 2: [2 VBP] 
preyse+t 2: [2 VBP] 
preysen 2: [2 VBP] 
preyseth 1: [1 VBP] 
prideth 1: [1 VBP] 
prike+d 2: [2 VBP] 
priked 1: [1 VBP] 
prikie+t 1: [1 VBP] 
prikketh 1: [1 VBP] 
primmse+g+gnesst 1: [1 VBP] 
priueth 1: [1 VBP] 
procede 1: [1 VBP] 
procedeth 1: [1 VBP] 
procedith 2: [2 VBP] 
procure 1: [1 VBP] 
procuren 3: [3 VBP] 
prode+t 1: [1 VBP] 
proeveth 2: [2 VBP] 
proferyth 2: [2 VBP] 
profette 1: [1 VBP] 
profi+gte 6: [6 VBP] 
profi+gte+t 1: [1 VBP] 
profi+gten 5: [5 VBP] 
profi+gteth 1: [1 VBP] 
profi+gtu+t 1: [1 VBP] 
profit 1: [1 VBP] 
profite 5: [5 VBP] 
profite+t 5: [5 VBP] 
profitith 1: [1 VBP] 
profre 1: [1 VBP] 
profri+t 1: [1 VBP] 
profuty+te 1: [1 VBP] 
profyr 1: [1 VBP] 
profytes 1: [1 VBP] 
profytu+t 1: [1 VBP] 
prokie+d 1: [1 VBP] 
proloyneth 1: [1 VBP] 
promyse 2: [2 VBP] 
promytte 1: [1 VBP] 
prophetyth 1: [1 VBP] 
propren 1: [1 VBP] 
prosperet 1: [1 VBP] 
proude+t 1: [1 VBP] 
proue Proue 2: [2 VBP] 
proue+t 4: [4 VBP] 
prouen 1: [1 VBP] 
prouie+d 1: [1 VBP] 
prouis 1: [1 VBP] 
proves 1: [1 VBP] 
proveth 2: [2 VBP] 
provydeth 1: [1 VBP] 
prow 1: [1 VBP] 
pruden 1: [1 VBP] 
pruue 1: [1 VBP] 
pruue+d 1: [1 VBP] 
$pruuie 1: [1 VBP] 
pruuie+d 1: [1 VBP] 
pryckon 1: [1 VBP] 
prykken 1: [1 VBP] 
publysschen 1: [1 VBP] 
puffe+d 1: [1 VBP] 
puite+t 1: [1 VBP] 
pulleth 1: [1 VBP] 
punde+d 1: [1 VBP] 
punsche 2: [2 VBP] 
punt Punt 3: [3 VBP] 
punysche 3: [3 VBP] 
punyschu+t 1: [1 VBP] 
punyssh 1: [1 VBP] 
purchace+t 4: [4 VBP] 
purchacecez 1: [1 VBP] 
purchacen 1: [1 VBP] 
purchase 1: [1 VBP] 
purchase+t 1: [1 VBP] 
purchasen 1: [1 VBP] 
puren 1: [1 VBP] 
purge 2: [2 VBP] 
purge+t 1: [1 VBP] 
purgen 2: [2 VBP] 
purges 4: [4 VBP] 
purgi+t 1: [1 VBP] 
purgith 3: [3 VBP] 
purgyth 1: [1 VBP] 
puris 1: [1 VBP] 
purpoos 4: [4 VBP] 
purpos 1: [1 VBP] 
purpose 7: [7 VBP] 
purpose+t 1: [1 VBP] 
purposest 5: [5 VBP] 
purposeth 1: [1 VBP] 
pursew 1: [1 VBP] 
pursewen 1: [1 VBP] 
pursewyth 1: [1 VBP] 
pursuen 8: [8 VBP] 
pursues 2: [2 VBP] 
pursuet 1: [1 VBP] 
pursueth 1: [1 VBP] 
put Put 23: [23 VBP] 
putt 1: [1 VBP] 
putte 21: [21 VBP] 
putte+d 1: [1 VBP] 
putte+t 10: [10 VBP] 
putten 30: [30 VBP] 
puttes 10: [10 VBP] 
puttest $puttest 7: [7 VBP] 
putteth 6: [6 VBP] 
putti+t 4: [4 VBP] 
puttis 1: [1 VBP] 
puttist 2: [2 VBP] 
puttu+t 1: [1 VBP] 
putty+te 1: [1 VBP] 
puttyn 2: [2 VBP] 
puttyst 1: [1 VBP] 
puttyth 2: [2 VBP] 
pyke 1: [1 VBP] 
pylen 1: [1 VBP] 
pyne+t 1: [1 VBP] 
pyneth 1: [1 VBP] 
/*  ~Q~  */
qua+d 2: [2 VBP] 
quake 2: [2 VBP] 
quake+t 1: [1 VBP] 
que+d 18: [17 VBP] [1 VBP22] 
que+de 1: [1 VBP] 
que+de+d 1: [1 VBP] 
que+den 2: [2 VBP] 
queme+d 1: [1 VBP] 
quemen 1: [1 VBP] 
quenche+d 3: [3 VBP] 
quencheth 2: [2 VBP] 
quenchyth 2: [2 VBP] 
quike 1: [1 VBP] 
quike+d 1: [1 VBP] 
quiken 1: [1 VBP] 
quiten 1: [1 VBP] 
quites 1: [1 VBP] 
quiteth 1: [1 VBP] 
quyken 1: [1 VBP] 
quykeneth 3: [3 VBP] 
quyte 1: [1 VBP] 
qwenchith 2: [2 VBP] 
qwikene+t 1: [1 VBP] 
qwyke+t 1: [1 VBP] 
qwykeneth 1: [1 VBP] 
qwykeny+t 1: [1 VBP] 
qwyku+t 1: [1 VBP] 
/*  ~R~  */
r+ad 1: [1 VBP] 
r+ade 1: [1 VBP] 
r+ade+t+t 1: [1 VBP] 
r+afe 1: [1 VBP] 
r+afe+t+t 1: [1 VBP] 
r+afesst 2: [2 VBP] 
rade+d 4: [4 VBP] 
rade+t 1: [1 VBP] 
range+d 1: [1 VBP] 
ranges 1: [1 VBP] 
rankil 1: [1 VBP] 
ransoun-ne+t 1: [1 VBP] 
ratt 3: [3 VBP] 
ratyfyes 1: [1 VBP] 
rauesce+t 1: [1 VBP] 
rauesche 1: [1 VBP] 
rauis 3: [3 VBP] 
rauissen 1: [1 VBP] 
rauist 1: [1 VBP] 
rauyschith 1: [1 VBP] 
raynnes 1: [1 VBP] 
rayse 1: [1 VBP] 
rayses 1: [1 VBP] 
re+g+gse+t+t 1: [1 VBP] 
re-hersith 1: [1 VBP] 
reache+d 1: [1 VBP] 
read 1: [1 VBP] 
reade 3: [3 VBP] 
reade+d 2: [2 VBP] 
reare+d 1: [1 VBP] 
reat 2: [2 VBP] 
reaue+d 6: [6 VBP] 
reaui 1: [1 VBP] 
rebele+t 1: [1 VBP] 
rebelleth 1: [1 VBP] 
recaiue 2: [2 VBP] 
recaiuis 1: [1 VBP] 
recauis 1: [1 VBP] 
recche 1: [1 VBP] 
recche+d 5: [5 VBP] 
recchen 2: [2 VBP] 
recchyth 1: [1 VBP] 
receyue 4: [4 VBP] 
receyue+t 2: [2 VBP] 
receyuen 1: [1 VBP] 
receyues 1: [1 VBP] 
receyueth 1: [1 VBP] 
receyuyst 1: [1 VBP] 
receyuyth 1: [1 VBP] 
receyve 4: [4 VBP] 
receyve+t 1: [1 VBP] 
receyven 3: [3 VBP] 
receyves 1: [1 VBP] 
receyveth 2: [2 VBP] 
reche 3: [3 VBP] 
reche+d 1: [1 VBP] 
recheth 1: [1 VBP] 
rechi+t 1: [1 VBP] 
recke 1: [1 VBP] 
recke+t+t 1: [1 VBP] 
reckist 1: [1 VBP] 
recommende 1: [1 VBP] 
reconsailles 1: [1 VBP] 
reconsyle+t 1: [1 VBP] 
recorde 1: [1 VBP] 
recorde+t 2: [2 VBP] 
recordeth 1: [1 VBP] 
recordidest 1: [1 VBP] 
recst 1: [1 VBP] 
red 1: [1 VBP] 
redde 1: [1 VBP] 
rede 55: [55 VBP] 
rede+d $rede+d 8: [8 VBP] 
rede+t 5: [5 VBP] 
reden 10: [10 VBP] 
redenn 1: [1 VBP] 
redes 1: [1 VBP] 
redeth 3: [3 VBP] 
redies 1: [1 VBP] 
redis 2: [2 VBP] 
redith 8: [8 VBP] 
redresse+t 1: [1 VBP] 
redresseth 1: [1 VBP] 
redu+te 1: [1 VBP] 
redust 1: [1 VBP] 
redy+te 1: [1 VBP] 
redyn 7: [7 VBP] 
redythe 1: [1 VBP] 
reforme+t 1: [1 VBP] 
reformes 1: [1 VBP] 
refreyne 1: [1 VBP] 
$refreyne+t 1: [1 VBP] 
refreyneth 2: [2 VBP] 
refuse 2: [2 VBP] 
refusen 1: [1 VBP] 
refuseth 1: [1 VBP] 
refusis 1: [1 VBP] 
regibbe+d 1: [1 VBP] 
regne 2: [2 VBP] 
regne+t 4: [4 VBP] 
regnes 1: [1 VBP] 
regnest 2: [2 VBP] 
regneth 8: [8 VBP] 
regnith 2: [2 VBP] 
reherces 3: [3 VBP] 
rehercyth 1: [1 VBP] 
reherse 1: [1 VBP] 
reherse+t 2: [2 VBP] 
rehersith 6: [6 VBP] 
rehersyth 3: [3 VBP] 
reigne+t 2: [2 VBP] 
reignen 1: [1 VBP] 
reine 1: [1 VBP] 
reioysen 1: [1 VBP] 
reise 1: [1 VBP] 
reisi+t 1: [1 VBP] 
reisith 1: [1 VBP] 
rejoysen 1: [1 VBP] 
rejoyseth 2: [2 VBP] 
rekene 1: [1 VBP] 
rekene+t 2: [2 VBP] 
rekke 2: [2 VBP] 
rekke+t 1: [1 VBP] 
rekken 1: [1 VBP] 
rekketh 4: [4 VBP] 
rekne 2: [2 VBP] 
relessedest 1: [1 VBP] 
relesses 1: [1 VBP] 
releuith 1: [1 VBP] 
reme+d 2: [2 VBP] 
remembre 1: [1 VBP] 
remembreth 2: [2 VBP] 
remembrith 2: [2 VBP] 
rememburs 1: [1 VBP] 
remewen 1: [1 VBP] 
remordith 1: [1 VBP] 
removes 1: [1 VBP] 
remytte 2: [2 VBP] 
ren+t 2: [2 VBP] 
renay+t 1: [1 VBP] 
rende+d 1: [1 VBP22] 
reneye+t 1: [1 VBP] 
renne 5: [5 VBP] 
renne+t 4: [4 VBP] 
rennen 2: [2 VBP] 
renneth 18: [18 VBP] 
renni+t 1: [1 VBP] 
rennis 1: [1 VBP] 
rennith 2: [2 VBP] 
renny+te 1: [1 VBP] 
rennyth 2: [2 VBP] 
renovelen 1: [1 VBP] 
renovellen 1: [1 VBP] 
reou+d 1: [1 VBP] 
reowe+d 2: [2 VBP] 
reowe+t+t 8: [8 VBP] 
reparen 1: [1 VBP] 
repayryth 1: [1 VBP] 
repent 1: [1 VBP] 
repente 1: [1 VBP] 
repenten 4: [4 VBP] 
repenteth 6: [6 VBP] 
repentis 5: [5 VBP] 
repentith 2: [2 VBP] 
repentyn 1: [1 VBP] 
repentys 2: [2 VBP] 
repentyth 1: [1 VBP] 
repist 1: [1 VBP] 
repith 3: [3 VBP] 
replenysseth 1: [1 VBP] 
repon 1: [1 VBP] 
reporte 2: [2 VBP] 
represente 1: [1 VBP] 
repreue 2: [2 VBP] 
repreue+t 1: [1 VBP] 
repreuen 1: [1 VBP] 
repreuith 3: [3 VBP] 
repreve 3: [3 VBP] 
repreveth 6: [6 VBP] 
reproce+t 2: [2 VBP] 
